year,state,state_ID,gender,first,second,third,forth,fifth,sixth,seventh,eighth,nineth,tenth,1st_count,2nd_count,3rd_count,4th_count,5th_count,6th_count,7th_count,8th_count,9th_count,10th_count
1920,HI,1,F,Mary,Helen,Dorothy,Alice,Margaret,Mildred,Florence,Frances,Elizabeth,Betty,102,76,72,68,61,49,48,44,42,41
1920,AK,2,F,Mary,Margaret,Helen,Ruth,Martha,Elizabeth,Virginia,Florence,Agnes,Dorothy,38,19,14,14,11,10,10,9,8,8
1920,WA,3,F,Mary,Dorothy,Margaret,Betty,Helen,Ruth,Virginia,Frances,Doris,Evelyn,544,440,346,341,319,251,215,192,177,170
1920,OR,4,F,Dorothy,Mary,Helen,Margaret,Betty,Ruth,Virginia,Marjorie,Frances,Jean,274,271,211,194,152,121,118,116,112,104
1920,CA,5,F,Mary,Dorothy,Margaret,Helen,Virginia,Betty,Ruth,Barbara,Frances,Evelyn,1554,1091,720,719,633,599,545,522,514,386
1920,ID,6,F,Mary,Dorothy,Helen,Ruth,Margaret,Betty,Marjorie,Virginia,Doris,Frances,209,168,161,126,108,99,71,70,63,63
1920,NV,7,F,Mary,Helen,Margaret,Marie,Dorothy,Frances,Virginia,Betty,Elizabeth,Ruth,28,26,17,14,13,13,12,11,9,9
1920,MT,8,F,Mary,Helen,Dorothy,Margaret,Ruth,Alice,Betty,Frances,Virginia,Florence,311,245,192,166,147,99,99,84,84,79
1920,WY,9,F,Mary,Helen,Dorothy,Margaret,Ruth,Frances,Betty,Virginia,Alice,Marjorie,112,79,71,61,56,44,41,36,34,28
1920,UT,10,F,Mary,Dorothy,Helen,Ruth,Marjorie,Margaret,Beth,Betty,Lois,Florence,222,161,156,153,110,107,79,76,75,72
1920,AZ,11,F,Mary,Maria,Helen,Dorothy,Frances,Ruth,Virginia,Margaret,Alice,Carmen,281,130,89,87,79,74,71,70,64,64
1920,CO,12,F,Mary,Dorothy,Helen,Margaret,Ruth,Betty,Virginia,Frances,Mildred,Evelyn,576,377,336,237,218,211,192,169,135,114
1920,NM,13,F,Mary,Maria,Margaret,Helen,Josephine,Frances,Lucy,Virginia,Alice,Dorothy,307,119,77,73,68,67,62,56,53,53
1920,ND,14,F,Helen,Mary,Dorothy,Margaret,Ruth,Evelyn,Irene,Esther,Alice,Gladys,233,230,209,208,196,162,133,131,118,112
1920,SD,15,F,Dorothy,Mary,Helen,Margaret,Ruth,Evelyn,Doris,Irene,Mildred,Frances,282,229,218,181,177,141,126,116,110,93
1920,NE,16,F,Dorothy,Mary,Helen,Ruth,Margaret,Betty,Doris,Mildred,Evelyn,Virginia,587,516,467,349,294,290,258,250,213,201
1920,KS,17,F,Mary,Dorothy,Helen,Betty,Ruth,Virginia,Margaret,Mildred,Evelyn,Frances,890,626,521,417,383,378,363,351,264,245
1920,OK,18,F,Mary,Dorothy,Helen,Mildred,Ruby,Ruth,Juanita,Betty,Margaret,Virginia,1313,700,577,524,477,469,402,370,369,350
1920,TX,19,F,Mary,Dorothy,Helen,Maria,Mildred,Frances,Margaret,Ruby,Ruth,Juanita,3192,1573,965,916,851,823,812,761,753,599
1920,MN,20,F,Dorothy,Mary,Helen,Margaret,Ruth,Lorraine,Evelyn,Irene,Mildred,Doris,889,825,795,651,545,444,442,365,360,357
1920,IA,21,F,Mary,Dorothy,Helen,Margaret,Ruth,Betty,Mildred,Virginia,Evelyn,Marjorie,1213,985,788,671,665,461,409,401,367,344
1920,MO,22,F,Mary,Dorothy,Helen,Ruth,Virginia,Mildred,Margaret,Frances,Betty,Marie,2022,1300,1054,791,763,695,622,438,424,399
1920,AR,23,F,Mary,Dorothy,Ruby,Helen,Mildred,Ruth,Hazel,Margaret,Marie,Thelma,1206,414,411,384,376,326,279,273,237,237
1920,LA,24,F,Mary,Dorothy,Helen,Mildred,Marie,Annie,Rita,Hazel,Lucille,Ruby,1301,497,388,363,343,290,283,264,264,255
1920,WI,25,F,Dorothy,Mary,Ruth,Helen,Margaret,Evelyn,Lorraine,Florence,Marie,Lucille,1119,920,758,745,631,465,457,397,375,373
1920,MI,26,F,Mary,Helen,Dorothy,Margaret,Ruth,Virginia,Betty,Doris,Irene,Evelyn,1809,1456,1382,1037,984,956,859,586,566,565
1920,IL,27,F,Mary,Dorothy,Helen,Margaret,Ruth,Virginia,Mildred,Betty,Evelyn,Frances,3472,2561,2332,1469,1466,1186,1094,939,911,871
1920,IN,28,F,Mary,Helen,Dorothy,Ruth,Betty,Margaret,Virginia,Mildred,Martha,Marjorie,2394,1055,958,764,760,742,574,521,460,435
1920,OH,29,F,Mary,Helen,Dorothy,Betty,Ruth,Margaret,Virginia,Mildred,Elizabeth,Evelyn,4232,2345,2321,1947,1942,1649,1136,956,857,794
1920,KY,30,F,Mary,Dorothy,Margaret,Helen,Virginia,Ruth,Mildred,Anna,Ruby,Elizabeth,2339,873,591,564,541,536,509,506,464,404
1920,TN,31,F,Mary,Dorothy,Margaret,Mildred,Ruby,Ruth,Helen,Frances,Virginia,Martha,2076,691,639,549,525,520,508,463,418,416
1920,MS,32,F,Mary,Annie,Willie,Dorothy,Ruby,Lillie,Mattie,Mildred,Ruth,Helen,1557,656,432,317,304,273,272,267,261,252
1920,AL,33,F,Mary,Annie,Margaret,Willie,Mildred,Ruby,Ruth,Dorothy,Louise,Helen,2360,965,511,510,478,467,467,460,427,387
1920,ME,34,F,Mary,Dorothy,Ruth,Margaret,Helen,Barbara,Frances,Phyllis,Elizabeth,Virginia,311,236,200,177,172,145,129,123,122,117
1920,VT,35,F,Mary,Dorothy,Ruth,Elizabeth,Helen,Margaret,Barbara,Marion,Mildred,Doris,132,94,90,71,71,70,68,58,55,48
1920,NH,36,F,Mary,Dorothy,Helen,Rita,Ruth,Barbara,Irene,Florence,Doris,Elizabeth,156,136,120,110,102,99,83,78,73,73
1920,NY,37,F,Mary,Helen,Dorothy,Margaret,Ruth,Anna,Rose,Frances,Florence,Elizabeth,5299,3608,3420,2717,2711,2125,2079,1774,1718,1585
1920,MA,38,F,Mary,Helen,Dorothy,Ruth,Margaret,Rita,Elizabeth,Eleanor,Alice,Barbara,2970,1515,1239,1060,1004,781,643,633,626,626
1920,CT,39,F,Mary,Helen,Dorothy,Margaret,Anna,Ruth,Elizabeth,Frances,Rose,Josephine,970,706,455,354,307,298,294,244,243,227
1920,RI,40,F,Mary,Dorothy,Helen,Margaret,Rita,Anna,Ruth,Alice,Doris,Elizabeth,452,206,180,151,149,141,129,123,105,102
1920,PA,41,F,Mary,Helen,Margaret,Dorothy,Anna,Ruth,Elizabeth,Betty,Mildred,Catherine,7650,4969,3667,3665,3187,2649,2296,1884,1562,1411
1920,NJ,42,F,Mary,Helen,Dorothy,Margaret,Ruth,Anna,Elizabeth,Marie,Rose,Florence,1885,1542,1179,1060,876,837,724,660,599,570
1920,DE,43,F,Mary,Dorothy,Margaret,Elizabeth,Helen,Anna,Mildred,Eleanor,Alice,Frances,165,106,81,77,76,54,53,45,44,42
1920,MD,44,F,Mary,Margaret,Dorothy,Helen,Ruth,Anna,Doris,Elizabeth,Mildred,Catherine,1208,642,583,488,446,346,345,330,326,313
1920,WV,45,F,Mary,Virginia,Helen,Margaret,Ruth,Dorothy,Mildred,Frances,Betty,Elizabeth,1379,633,597,438,395,352,349,256,253,253
1920,VA,46,F,Mary,Virginia,Margaret,Dorothy,Helen,Elizabeth,Ruth,Frances,Mildred,Louise,2046,849,825,792,636,602,586,528,495,486
1920,NC,47,F,Mary,Annie,Margaret,Ruth,Dorothy,Helen,Mildred,Virginia,Elizabeth,Ruby,2674,939,925,828,751,667,637,568,567,544
1920,SC,48,F,Mary,Annie,Margaret,Ruth,Louise,Helen,Dorothy,Frances,Elizabeth,Sarah,1615,687,510,503,458,435,431,416,409,344
1920,GA,49,F,Mary,Annie,Dorothy,Ruby,Willie,Louise,Margaret,Mildred,Frances,Elizabeth,2538,1048,769,667,623,616,601,594,590,523
1920,DC,50,F,Mary,Dorothy,Margaret,Helen,Ruth,Elizabeth,Mildred,Doris,Catherine,Evelyn,255,179,154,128,93,92,81,80,76,66
1920,FL,51,F,Mary,Dorothy,Margaret,Annie,Helen,Ruth,Mildred,Elizabeth,Frances,Willie,626,299,230,207,207,187,163,161,156,151
1930,HI,1,F,Mary,Helen,Betty,Alice,Margaret,Mildred,Dorothy,Nancy,Jane,Rose,122,96,88,79,74,71,63,60,58,57
1930,AK,2,F,Mary,Alice,Helen,Anna,Marie,Doris,Elizabeth,Martha,Esther,Agnes,35,14,11,10,10,8,8,8,7,6
1930,WA,3,F,Betty,Mary,Shirley,Barbara,Patricia,Dorothy,Donna,Dolores,Joan,Helen,408,401,316,313,302,228,212,182,173,172
1930,OR,4,F,Betty,Mary,Patricia,Barbara,Dorothy,Shirley,Donna,Dolores,Beverly,Margaret,272,268,196,186,174,154,127,101,92,88
1930,CA,5,F,Mary,Barbara,Betty,Patricia,Dorothy,Shirley,Joan,Dolores,Virginia,Beverly,1848,1412,1172,865,834,713,603,589,589,582
1930,ID,6,F,Betty,Mary,Barbara,Dorothy,Shirley,Donna,Joyce,Helen,Lois,Norma,199,125,123,98,93,91,76,62,58,58
1930,NV,7,F,Betty,Mary,Dorothy,Barbara,Beverly,Lois,Alice,Margaret,Joan,Dolores,32,25,15,14,12,12,11,11,10,9
1930,MT,8,F,Mary,Betty,Dorothy,Helen,Shirley,Patricia,Barbara,Margaret,Donna,Joyce,208,190,122,120,117,104,82,73,72,72
1930,WY,9,F,Mary,Betty,Helen,Dorothy,Shirley,Patricia,Barbara,Donna,Margaret,Virginia,109,101,56,54,50,47,44,38,32,29
1930,UT,10,F,Betty,Mary,Shirley,Donna,Barbara,Joyce,Beverly,Marilyn,Dorothy,Carol,171,161,160,137,131,126,112,105,98,85
1930,AZ,11,F,Mary,Betty,Maria,Helen,Barbara,Frances,Patricia,Margaret,Dorothy,Alice,286,125,125,110,86,71,71,70,68,63
1930,CO,12,F,Mary,Betty,Dorothy,Shirley,Barbara,Helen,Margaret,Virginia,Patricia,Ruth,515,473,250,237,218,187,172,154,130,120
1930,NM,13,F,Mary,Betty,Maria,Helen,Alice,Margaret,Virginia,Lucy,Frances,Dorothy,389,151,114,94,82,77,67,66,61,59
1930,ND,14,F,Betty,Mary,Donna,Dorothy,Helen,Lorraine,Beverly,Joyce,Lois,Delores,237,210,141,141,128,119,112,111,111,110
1930,SD,15,F,Betty,Mary,Dorothy,Donna,Beverly,Shirley,Lois,Delores,Joyce,Darlene,258,238,181,165,127,115,113,111,109,105
1930,NE,16,F,Betty,Mary,Dorothy,Shirley,Donna,Patricia,Lois,Marilyn,Helen,Joan,541,535,333,311,292,232,229,202,194,194
1930,KS,17,F,Mary,Betty,Dorothy,Norma,Barbara,Patricia,Donna,Virginia,Doris,Helen,860,786,380,307,289,279,274,267,265,251
1930,OK,18,F,Betty,Mary,Wanda,Dorothy,Norma,Helen,Billie,Doris,Virginia,Barbara,1462,1319,652,597,440,421,369,331,327,309
1930,TX,19,F,Mary,Betty,Dorothy,Maria,Billie,Doris,Helen,Margaret,Wanda,Frances,3394,2259,1702,1359,938,863,736,637,637,634
1930,MN,20,F,Mary,Betty,Dorothy,Patricia,Shirley,Donna,Joyce,Lois,Joan,Beverly,931,653,520,482,474,449,405,382,376,371
1930,IA,21,F,Mary,Betty,Dorothy,Shirley,Patricia,Marilyn,Donna,Helen,Barbara,Beverly,1140,878,564,519,420,371,360,359,350,348
1930,MO,22,F,Mary,Betty,Dorothy,Shirley,Virginia,Helen,Doris,Norma,Patricia,Barbara,1989,1674,932,592,540,533,474,474,428,420
1930,AR,23,F,Mary,Betty,Dorothy,Helen,Wanda,Martha,Ruby,Mildred,Virginia,Billie,1321,845,533,343,309,260,254,242,235,220
1930,LA,24,F,Mary,Dorothy,Betty,Helen,Joyce,Gloria,Doris,Shirley,Marie,Annie,1200,677,521,368,350,314,286,272,251,248
1930,WI,25,F,Mary,Betty,Dorothy,Shirley,Patricia,Joan,Joyce,Dolores,Ruth,Carol,1129,869,679,624,591,552,526,486,461,444
1930,MI,26,F,Mary,Betty,Barbara,Dorothy,Patricia,Shirley,Dolores,Margaret,Helen,Joan,2291,1513,1210,1146,1126,1113,897,842,832,828
1930,IL,27,F,Mary,Betty,Dorothy,Dolores,Patricia,Joan,Barbara,Shirley,Helen,Marilyn,3442,2263,1738,1461,1441,1297,1287,1234,1075,1008
1930,IN,28,F,Mary,Betty,Barbara,Patricia,Dorothy,Phyllis,Norma,Joan,Helen,Marilyn,1885,1433,880,754,644,529,512,466,464,438
1930,OH,29,F,Mary,Betty,Dorothy,Patricia,Helen,Ruth,Margaret,Barbara,Marilyn,Joan,3585,2301,1526,1240,1115,1092,960,947,905,903
1930,KY,30,F,Mary,Betty,Dorothy,Helen,Anna,Margaret,Doris,Martha,Virginia,Ruth,2001,1258,781,518,500,422,412,400,387,385
1930,TN,31,F,Mary,Betty,Dorothy,Helen,Margaret,Martha,Mildred,Virginia,Ruby,Frances,2104,1362,1030,545,512,444,433,402,401,360
1930,MS,32,F,Mary,Annie,Dorothy,Betty,Willie,Ruby,Helen,Ruth,Lillie,Mildred,1663,650,634,412,341,299,276,259,251,250
1930,AL,33,F,Mary,Betty,Dorothy,Annie,Doris,Willie,Mildred,Margaret,Helen,Ruby,2398,1166,864,815,466,466,421,419,415,402
1930,ME,34,F,Mary,Barbara,Dorothy,Patricia,Joan,Marilyn,Ruth,Lorraine,Shirley,Helen,213,197,165,143,141,112,112,111,108,106
1930,VT,35,F,Mary,Barbara,Shirley,Dorothy,Betty,Joyce,Patricia,Beverly,Jean,Ruth,126,90,78,68,66,63,63,56,51,49
1930,NH,36,F,Barbara,Mary,Doris,Rita,Pauline,Dorothy,Theresa,Patricia,Joan,Helen,132,124,85,82,80,76,76,74,68,66
1930,NY,37,F,Mary,Joan,Dorothy,Helen,Margaret,Barbara,Patricia,Jean,Dolores,Marie,4856,3249,2405,1948,1939,1825,1745,1550,1519,1461
1930,MA,38,F,Mary,Barbara,Dorothy,Joan,Jean,Helen,Margaret,Patricia,Ruth,Elizabeth,1961,1391,1023,801,694,674,627,623,600,556
1930,CT,39,F,Mary,Barbara,Dorothy,Joan,Jean,Shirley,Margaret,Elizabeth,Helen,Patricia,625,406,360,283,250,249,240,229,220,202
1930,RI,40,F,Mary,Barbara,Dorothy,Anna,Joan,Doris,Shirley,Helen,Dolores,Claire,278,206,176,115,106,98,95,92,88,86
1930,PA,41,F,Mary,Dorothy,Betty,Dolores,Helen,Margaret,Anna,Doris,Joan,Jean,5188,2726,2606,2268,2228,2159,1542,1535,1532,1481
1930,NJ,42,F,Mary,Joan,Dorothy,Margaret,Helen,Dolores,Doris,Marie,Jean,Ruth,1388,965,939,712,711,672,625,606,588,567
1930,DE,43,F,Mary,Betty,Dorothy,Helen,Doris,Margaret,Elizabeth,Ruth,Dolores,Jean,105,67,67,64,61,52,45,41,35,35
1930,MD,44,F,Mary,Betty,Dorothy,Doris,Margaret,Helen,Shirley,Ruth,Elizabeth,Dolores,1044,557,443,336,336,316,280,264,229,222
1930,WV,45,F,Betty,Mary,Helen,Dorothy,Margaret,Virginia,Ruth,Doris,Anna,Patricia,1276,1253,449,384,344,339,302,269,242,229
1930,VA,46,F,Mary,Dorothy,Betty,Virginia,Margaret,Helen,Frances,Doris,Ruth,Jean,1658,786,774,575,526,463,406,394,357,332
1930,NC,47,F,Mary,Betty,Dorothy,Annie,Margaret,Doris,Helen,Mildred,Ruby,Ruth,2484,1530,1139,817,784,713,607,523,508,472
1930,SC,48,F,Mary,Betty,Dorothy,Annie,Margaret,Frances,Elizabeth,Doris,Helen,Sarah,1452,745,554,462,421,359,322,290,284,282
1930,GA,49,F,Mary,Betty,Dorothy,Annie,Martha,Willie,Doris,Ruby,Frances,Margaret,2171,1432,940,764,501,438,436,434,431,414
1930,DC,50,F,Mary,Betty,Barbara,Dorothy,Margaret,Patricia,Doris,Helen,Elizabeth,Jean,293,143,116,111,98,93,87,86,78,77
1930,FL,51,F,Mary,Betty,Dorothy,Barbara,Margaret,Doris,Helen,Mildred,Frances,Evelyn,801,576,377,208,204,193,193,169,166,151
1940,HI,1,F,Barbara,Patricia,Jane,Carol,Jean,Mary,Elizabeth,Janet,Betty,Judith,90,90,84,78,77,66,55,54,52,52
1940,AK,2,F,Mary,Barbara,Patricia,Alice,Annie,Helen,Margaret,Dorothy,Marie,Sharon,43,15,15,14,12,12,12,11,10,10
1940,WA,3,F,Sharon,Judith,Mary,Patricia,Linda,Barbara,Carol,Judy,Sandra,Nancy,438,380,368,350,349,340,325,297,281,244
1940,OR,4,F,Patricia,Mary,Judith,Barbara,Sharon,Linda,Carol,Judy,Nancy,Sandra,260,250,231,223,219,211,202,179,154,151
1940,CA,5,F,Mary,Patricia,Barbara,Linda,Carol,Judith,Sharon,Nancy,Sandra,Judy,1821,1676,1597,1568,1079,1035,915,890,837,734
1940,ID,6,F,Sharon,Mary,Barbara,Carol,Patricia,Linda,Karen,Betty,Shirley,Donna,211,144,134,128,114,112,93,85,82,80
1940,NV,7,F,Patricia,Sharon,Barbara,Mary,Sandra,Betty,Bonnie,Carol,Linda,Judy,30,30,22,22,22,20,17,17,17,16
1940,MT,8,F,Sharon,Mary,Patricia,Carol,Barbara,Donna,Shirley,Judy,Betty,Judith,220,185,137,134,115,100,84,82,81,74
1940,WY,9,F,Mary,Patricia,Sharon,Barbara,Carol,Shirley,Nancy,Judith,Karen,Donna,94,59,57,51,50,45,42,38,36,35
1940,UT,10,F,Linda,Mary,Karen,Carol,Barbara,Sharon,Judy,Patricia,Joyce,Carolyn,207,168,141,140,123,123,115,112,96,89
1940,AZ,11,F,Mary,Barbara,Betty,Patricia,Linda,Margaret,Carol,Helen,Alice,Frances,319,129,98,98,87,84,82,72,70,70
1940,CO,12,F,Mary,Patricia,Barbara,Carol,Betty,Judith,Shirley,Sharon,Donna,Sandra,486,309,296,226,193,191,175,167,165,146
1940,NM,13,F,Mary,Betty,Barbara,Gloria,Maria,Margaret,Frances,Helen,Patricia,Dorothy,481,121,107,101,95,91,84,80,75,74
1940,ND,14,F,Mary,Sharon,Carol,Janice,Patricia,Shirley,Karen,Judith,Sandra,Betty,230,209,148,148,134,124,107,100,95,92
1940,SD,15,F,Mary,Sharon,Carol,Donna,Judy,Patricia,Karen,Barbara,Janice,Joyce,209,170,151,126,123,119,118,115,114,104
1940,NE,16,F,Mary,Sharon,Barbara,Karen,Patricia,Carol,Judy,Judith,Sandra,Betty,460,362,300,286,260,249,244,221,198,182
1940,KS,17,F,Mary,Patricia,Judith,Barbara,Judy,Carol,Sharon,Karen,Shirley,Nancy,662,373,349,348,331,328,328,277,255,240
1940,OK,18,F,Mary,Barbara,Betty,Patricia,Shirley,Linda,Carolyn,Joyce,Carol,Wanda,1042,701,579,518,473,451,419,313,311,311
1940,TX,19,F,Mary,Barbara,Betty,Linda,Maria,Patricia,Shirley,Dorothy,Carolyn,Sandra,3375,1678,1464,1277,1260,1192,921,829,704,701
1940,MN,20,F,Mary,Judith,Carol,Sharon,Patricia,Barbara,Karen,Sandra,Janice,Janet,1135,748,738,730,697,681,598,480,427,387
1940,IA,21,F,Mary,Karen,Sharon,Judith,Patricia,Sandra,Carol,Barbara,Judy,Janice,1099,718,673,579,572,547,523,508,473,423
1940,MO,22,F,Mary,Barbara,Patricia,Betty,Shirley,Carol,Judith,Joyce,Carolyn,Linda,1707,1011,798,752,698,679,676,511,477,471
1940,AR,23,F,Mary,Betty,Barbara,Shirley,Linda,Dorothy,Carolyn,Patricia,Martha,Joyce,1191,849,581,542,360,352,332,313,279,272
1940,LA,24,F,Mary,Barbara,Betty,Dorothy,Shirley,Patricia,Gloria,Carolyn,Linda,Helen,1412,705,645,502,465,429,349,308,305,239
1940,WI,25,F,Mary,Judith,Carol,Patricia,Barbara,Nancy,Karen,Sandra,Sharon,Joan,1462,1228,896,885,884,676,608,575,528,437
1940,MI,26,F,Mary,Patricia,Barbara,Judith,Carol,Nancy,Sharon,Sandra,Janet,Judy,2018,1823,1645,1597,1374,1221,1145,954,857,756
1940,IL,27,F,Mary,Judith,Patricia,Barbara,Carol,Nancy,Sandra,Sharon,Linda,Judy,2770,2198,2109,2034,1677,1278,1216,1070,1009,997
1940,IN,28,F,Mary,Judith,Linda,Patricia,Barbara,Nancy,Sharon,Carolyn,Sandra,Carol,1285,1119,855,831,776,764,742,695,649,592
1940,OH,29,F,Mary,Barbara,Patricia,Carol,Judith,Nancy,Linda,Sandra,Judy,Shirley,2692,2087,1927,1759,1661,1409,1277,1129,921,896
1940,KY,30,F,Mary,Betty,Barbara,Shirley,Patricia,Joyce,Linda,Wanda,Anna,Martha,1788,1137,957,682,615,590,521,517,435,425
1940,TN,31,F,Mary,Betty,Barbara,Shirley,Linda,Patricia,Nancy,Dorothy,Peggy,Carolyn,1780,1160,998,720,539,532,520,516,480,474
1940,MS,32,F,Mary,Betty,Dorothy,Annie,Barbara,Shirley,Martha,Willie,Ruby,Linda,1557,631,604,492,456,392,360,270,238,236
1940,AL,33,F,Mary,Betty,Barbara,Dorothy,Annie,Shirley,Martha,Patricia,Margaret,Carolyn,2077,1158,817,662,655,572,535,510,419,408
1940,ME,34,F,Patricia,Mary,Sandra,Judith,Nancy,Barbara,Linda,Carol,Joan,Joyce,240,223,198,182,152,151,120,108,108,105
1940,VT,35,F,Mary,Patricia,Barbara,Sandra,Shirley,Nancy,Judith,Joyce,Carol,Elizabeth,123,114,107,85,80,74,70,63,56,51
1940,NH,36,F,Patricia,Nancy,Mary,Judith,Sandra,Barbara,Carol,Joan,Linda,Beverly,153,125,112,107,106,92,78,75,67,58
